handle,title,image_url,min_price,max_price,sizes,size_categories,shapes,colors,styles,usages,tags,is_rug_pad,embedding_text
comfg-0002c-beige,Padsecure 0002C Beige Rug Pad,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0002c.jpg?v=1762214074,7.6,151.6,[],[],['rectangle'],"['beige', 'tan']",[],[],"Category: Rug Pad/Rug Pad, Collection: COMFG, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",True,"Padsecure 0002C Beige Rug Pad beige tan Category: Rug Pad/Rug Pad, Collection: COMFG, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven"
gripmax-0004e-grey,Gripmax 0004E Grey Rug Pad,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0004e.jpg?v=1762214073,15.6,191.6,[],[],['rectangle'],"['tan', 'grey']",[],[],"Category: Rug Pad/Casual, Collection: GripMax, Fiber Type: Polypropylene, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",True,"Gripmax 0004E Grey Rug Pad tan grey Category: Rug Pad/Casual, Collection: GripMax, Fiber Type: Polypropylene, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven"
luxeh-0005e-grey,Cushionpro 0005E Grey Rug Pad,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,19.6,251.6,[],[],['rectangle'],"['tan', 'grey']",[],[],"Category: Rug Pad/Rug Pad, Collection: LUXEH, Fiber Type: Polypropylene, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",True,"Cushionpro 0005E Grey Rug Pad tan grey Category: Rug Pad/Rug Pad, Collection: LUXEH, Fiber Type: Polypropylene, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven"
mai-5927b-ivory,Marina 5927B Ivory/ Navy Trefoil Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_5927b_4e455fde-67a6-4351-a5b2-68ac89dee5b3.jpg?v=1762561918,29.5,459.0,[],[],['rectangle'],"['tan', 'navy', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 5927B Ivory/ Navy Trefoil Outdoor Rug tan navy ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-5929b-navy,Marina 5929B Navy/ Grey Medallion Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_5929b_5d1123be-4979-48d3-a2be-9a123f3c831d.jpg?v=1762561923,29.5,459.0,[],[],['rectangle'],"['grey', 'tan', 'navy']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 5929B Navy/ Grey Medallion Outdoor Rug grey tan navy outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-5929e-grey,Marina 5929E Grey/ Ivory Medallion Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_5929e_f0739ed7-67fe-4493-98d7-f6f1731a00c9.jpg?v=1762561922,29.5,459.0,[],[],['rectangle'],"['tan', 'grey', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 5929E Grey/ Ivory Medallion Outdoor Rug tan grey ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-5929j-tan,Marina 5929J Tan/ Ivory Medallion Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_5929j_8a58ef75-f585-46f0-a4ac-16aaab693f67.jpg?v=1762561924,29.5,459.0,[],[],['rectangle'],"['tan', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 5929J Tan/ Ivory Medallion Outdoor Rug tan ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-5929k-black,Marina 5929K Black/ Tan Medallion Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_5929k_b7b4aca8-5fa5-40c7-b810-c6e67f98533c.jpg?v=1762561925,29.5,459.0,[],[],['rectangle'],"['tan', 'black']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 5929K Black/ Tan Medallion Outdoor Rug tan black outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-6025l-grey,Marina 6025L Grey/ Ivory Lattice Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_6025l_13553fa4-ae2b-4cf0-ae47-0d1c9f9ba285.jpg?v=1762561927,29.5,459.0,[],[],['rectangle'],"['tan', 'grey', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 6025L Grey/ Ivory Lattice Outdoor Rug tan grey ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-7763k-black,Marina 7763K Black/ Ivory Lattice Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_7763k_3df298bf-5441-4ad2-93db-d4e17b349887.jpg?v=1762561931,29.5,459.0,[],[],['rectangle'],"['tan', 'black', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 7763K Black/ Ivory Lattice Outdoor Rug tan black ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-7764e-grey,Marina 7764E Grey/ Ivory Medallion Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_7764e_8038a3bb-5226-4a9d-b93f-60c68e740a2b.jpg?v=1762561933,29.5,459.0,[],[],['rectangle'],"['tan', 'grey', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 7764E Grey/ Ivory Medallion Outdoor Rug tan grey ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-7764j-tan,Marina 7764J Tan/ Ivory Medallion Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_7764j_07767251-9f81-4ee5-9dd9-79eacd6af0a9.jpg?v=1762561936,29.5,459.0,[],[],['rectangle'],"['tan', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 7764J Tan/ Ivory Medallion Outdoor Rug tan ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-7765b-navy,Marina 7765B Navy/ Ivory Lattice Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_7765b_8e04afbd-e7e2-4a7f-9b5a-9a82a7eec65e.jpg?v=1762561939,29.5,459.0,[],[],['rectangle'],"['tan', 'navy', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 7765B Navy/ Ivory Lattice Outdoor Rug tan navy ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mai-7765y-tan,Marina 7765Y Tan/ Ivory Lattice Outdoor Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/marina_7765y_564936d2-a69f-4a90-84d3-b71d0733253d.jpg?v=1762561941,29.5,459.0,[],[],['rectangle'],"['tan', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Marina 7765Y Tan/ Ivory Lattice Outdoor Rug tan ivory outdoor Category: Outdoor/Casual, Collection: MAI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-1295r-red,Meridian 1295R Red/ Ivory Outdoor Lattice Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_1295r_5f285124-8376-46df-9de1-3348cc6067b8.jpg?v=1762561944,29.5,459.0,[],[],['rectangle'],"['red', 'tan', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 1295R Red/ Ivory Outdoor Lattice Rug red tan ivory outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-1506l-blue,Meridian 1506L Blue/ Ivory Outdoor Floral Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_1506l_e76c9cd8-ae60-45fa-b1d8-d012541c3407.jpg?v=1762561948,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 1506L Blue/ Ivory Outdoor Floral Rug blue tan ivory outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-1634q-navy,Meridian 1634Q Navy/ Green Outdoor Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_1634q_1d89c39b-494f-4138-9c02-9befb8552c56.jpg?v=1762561947,29.5,459.0,[],[],['rectangle'],"['tan', 'navy', 'green']",['modern'],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 1634Q Navy/ Green Outdoor Geometric Rug tan navy green modern outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-2205b-navy,Meridian 2205B Navy/ Ivory Outdoor Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_2205b_9a106632-0f16-40ce-9fb4-969d4119219b.jpg?v=1762561949,29.5,459.0,[],[],['rectangle'],"['tan', 'navy', 'ivory']",['modern'],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 2205B Navy/ Ivory Outdoor Geometric Rug tan navy ivory modern outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-2209b-navy,Meridian 2209B Navy/ Green Outdoor Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_2209b_7086ef51-218e-47b7-afff-fe56a51e0a28.jpg?v=1762561952,29.5,459.0,[],[],['rectangle'],"['tan', 'navy', 'green']",['modern'],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 2209B Navy/ Green Outdoor Geometric Rug tan navy green modern outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-2598g-green,Meridian 2598G Green/ Ivory Outdoor Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_2598g_94bbc870-d5b8-4063-8a01-fe85aef69c5d.jpg?v=1762561954,29.5,459.0,[],[],['rectangle'],"['tan', 'ivory', 'green']",['modern'],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 2598G Green/ Ivory Outdoor Geometric Rug tan ivory green modern outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-2598r-red,Meridian 2598R Red/ Ivory Outdoor Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_2598r_a5a23578-1132-44b4-ab60-ac3cdbcb831f.jpg?v=1762561956,29.5,459.0,[],[],['rectangle'],"['red', 'tan', 'ivory']",['modern'],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 2598R Red/ Ivory Outdoor Geometric Rug red tan ivory modern outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-2598v-blue,Meridian 2598V Blue/ Ivory Outdoor Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_2598v_9e2b2321-cacd-4605-bb1e-abd41f30025d.jpg?v=1762561958,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'ivory']",['modern'],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 2598V Blue/ Ivory Outdoor Geometric Rug blue tan ivory modern outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-2808g-blue,Meridian 2808G Blue/ Green Medallion Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_2808g_626323ab-4c68-4f84-816c-402d96e4e7da.jpg?v=1762561959,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'green']",['traditional'],['outdoor'],"Category: Outdoor/Traditional, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 2808G Blue/ Green Medallion Oriental Rug blue tan green traditional outdoor Category: Outdoor/Traditional, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-4295b-blue,Meridian 4295B Blue/ Ivory Lattice Novelty Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_4295b_0283f8eb-6372-4817-8814-4478257572c6.jpg?v=1762561961,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 4295B Blue/ Ivory Lattice Novelty Rug blue tan ivory outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-5701b-blue,Meridian 5701B Blue/ Ivory Outdoor Stripe Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5701b_cdf3581a-f405-4e12-9c39-a68571f0b8c8.jpg?v=1762561962,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 5701B Blue/ Ivory Outdoor Stripe Rug blue tan ivory outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-5701r-red,Meridian 5701R Red/ Blue Outdoor Stripe Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5701r_242c8593-e9bf-45c7-a184-073b7bbbdfc8.jpg?v=1762561964,29.5,459.0,[],[],['rectangle'],"['red', 'blue', 'tan']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 5701R Red/ Blue Outdoor Stripe Rug red blue tan outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-5703b-navy,Meridian 5703B Navy/ Ivory Outdoor Lattice Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_4a6d2039-d591-4488-9656-94ceaf625675.jpg?v=1762561965,29.5,459.0,[],[],['rectangle'],"['tan', 'navy', 'ivory']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 5703B Navy/ Ivory Outdoor Lattice Rug tan navy ivory outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-5868l-blue,Meridian 5868L Blue/ Green Outdoor Floral Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg?v=1762561967,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'green']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 5868L Blue/ Green Outdoor Floral Rug blue tan green outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-7420a-blue,Meridian 7420A Blue/ Ivory Novelty Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'ivory']",['modern'],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 7420A Blue/ Ivory Novelty Geometric Rug blue tan ivory modern outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-7541b-navy,Meridian 7541B Navy/ Blue Outdoor Lattice Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg?v=1762561971,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'navy']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 7541B Navy/ Blue Outdoor Lattice Rug blue tan navy outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-9650b-navy,Meridian 9650B Navy/ Green Outdoor Border Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg?v=1762561972,29.5,459.0,[],[],['rectangle'],"['tan', 'navy', 'green']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 9650B Navy/ Green Outdoor Border Rug tan navy green outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-9652f-blue,Meridian 9652F Blue/ Green Outdoor Stripe Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9652f_134fd1c6-42bf-47ce-8004-281939ba7ff6.jpg?v=1762561974,29.5,459.0,[],[],['rectangle'],"['blue', 'tan', 'green']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 9652F Blue/ Green Outdoor Stripe Rug blue tan green outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-9754r-red,Meridian 9754R Red/ Ivory Outdoor Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9754r_0033648c-fabb-4d7f-b870-0ce551fca281.jpg?v=1762561975,29.5,459.0,[],[],['rectangle'],"['red', 'tan', 'ivory']",['modern'],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 9754R Red/ Ivory Outdoor Geometric Rug red tan ivory modern outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
mei-9929s-blue,Meridian 9929S Blue/ Blue Floral Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9929s_476723d7-e1ea-4bee-b957-8d24654e384f.jpg?v=1762561977,29.5,459.0,[],[],['rectangle'],"['blue', 'tan']",[],['outdoor'],"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",False,"Meridian 9929S Blue/ Blue Floral Rug blue tan outdoor Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven"
